ID;MesSiniestro;Marca;Zona;Sexo;EstadoCivil;Edad;Categoria;CostoVehiculo;Fraude;TipoConductor;Modelo;Testigo;Anio;Pago
248;Feb;Accura;Rural;Hombre;Casado;42;Deportivo;Medio;0;2;5mas;No;2022;68.35683272
249;Feb;Toyota;Urbana;Hombre;Soltero;32;Sedan;Bajo;0;2;5mas;No;2022;425.0534663
250;Feb;Accura;Urbana;Hombre;Casado;51;Sedan;Bajo;0;2;5mas;No;2022;30.95654998
251;Ene;Honda;Urbana;Hombre;Soltero;19;Deportivo;Alto;0;4;3y;No;2022;54.00764728
252;Ene;Pontiac;Urbana;Hombre;Casado;26;Sedan;Bajo;0;1;5mas;No;2022;141.5781039
253;Ene;Pontiac;Urbana;Hombre;Soltero;29;Sedan;Bajo;0;2;5mas;No;2022;128.0537951
254;Ene;Pontiac;Urbana;Hombre;Casado;29;Deportivo;Medio;0;2;5mas;No;2022;125.6047755
255;Dic;Mazda;Urbana;Hombre;Casado;29;Deportivo;Alto;0;2;5mas;No;2022;7.868449377
256;Dic;Pontiac;Urbana;Hombre;Soltero;44;Deportivo;Bajo;0;2;5mas;No;2022;367.0019361
257;Dic;VW;Urbana;Hombre;Casado;49;Sedan;Alto;0;3;5mas;No;2022;59.70426804
258;Dic;Toyota;Urbana;Mujer;Casado;47;Sedan;Bajo;0;1;5mas;No;2022;176.6157386
259;Ago;Mazda;Urbana;Hombre;Casado;50;Sedan;Bajo;0;3;5mas;No;2022;77.07520442
260;Jun;Pontiac;Urbana;Hombre;Casado;50;Deportivo;Medio;0;2;5mas;No;2022;151.6270652
261;Jun;Pontiac;Urbana;Hombre;Casado;44;Sedan;Bajo;0;2;5mas;No;2022;235.6595854
262;May;Accura;Urbana;Hombre;Casado;42;Sedan;Bajo;0;4;5mas;No;2022;46.67271989
263;Abr;Pontiac;Urbana;Hombre;Casado;49;Sedan;Medio;0;1;5mas;No;2022;145.173142
264;Abr;Toyota;Urbana;Hombre;Casado;34;Sedan;Bajo;0;4;5mas;No;2022;138.2257881
265;Feb;Pontiac;Urbana;Mujer;Casado;51;Deportivo;Bajo;0;2;5mas;No;2022;59.15521867
266;Dic;VW;Urbana;Hombre;Casado;26;Sedan;Alto;0;2;5mas;No;2022;126.4020228
267;Feb;Pontiac;Urbana;Hombre;Casado;39;Deportivo;Bajo;0;3;5mas;No;2022;68.33323983
268;Feb;Chevrolet;Urbana;Mujer;Casado;30;Sedan;Alto;0;2;5mas;No;2022;176.149827
269;Feb;Honda;Urbana;Hombre;Soltero;0;Sedan;Alto;0;3;0y;No;2022;65.31860286
270;Feb;Honda;Urbana;Hombre;Casado;47;Deportivo;Bajo;0;3;5mas;No;2022;53.16388288
271;Ene;Chevrolet;Urbana;Mujer;Casado;33;Deportivo;Bajo;0;3;3y;No;2022;90.11799669
272;Ene;Pontiac;Urbana;Hombre;Soltero;31;Sedan;Bajo;0;4;5mas;No;2022;165.9513109
273;Ene;Toyota;Rural;Hombre;Casado;50;Sedan;Bajo;0;4;5mas;No;2022;234.1249529
274;Ene;Chevrolet;Urbana;Hombre;Casado;78;Sedan;Bajo;0;1;5mas;No;2022;66.10917545
275;Ene;Honda;Urbana;Hombre;Casado;41;Deportivo;Medio;0;3;5mas;No;2022;128.3120739
276;Ene;Honda;Urbana;Hombre;Soltero;39;Deportivo;Alto;0;4;5mas;No;2022;72.16256709
277;Ene;Toyota;Urbana;Hombre;Casado;33;Sedan;Bajo;0;2;5mas;No;2022;315.2083219
278;Ene;Honda;Urbana;Hombre;Soltero;0;Deportivo;Alto;0;2;0y;No;2022;216.8056814
279;Dic;Pontiac;Urbana;Mujer;Casado;48;Sedan;Bajo;0;4;5mas;No;2022;288.9395488
280;Dic;Honda;Urbana;Hombre;Soltero;0;Deportivo;Alto;0;4;0y;No;2022;189.2406649
281;Dic;Honda;Urbana;Hombre;Soltero;0;Sedan;Alto;0;4;0y;No;2022;170.3972911
282;Dic;Pontiac;Urbana;Hombre;Casado;30;Deportivo;Bajo;0;2;5mas;No;2022;70.77057433
283;Mar;Honda;Urbana;Hombre;Soltero;0;Sedan;Alto;0;2;0y;No;2022;110.4291172
284;Dic;Pontiac;Urbana;Hombre;Casado;38;Deportivo;Bajo;0;2;5mas;No;2022;226.8362279
285;Dic;Toyota;Urbana;Hombre;Casado;28;Sedan;Bajo;0;3;5mas;No;2022;56.97805481
286;Dic;Honda;Urbana;Hombre;Casado;33;Sedan;Bajo;0;4;5mas;No;2022;293.7077545
287;Ene;Mazda;Urbana;Mujer;Soltero;38;Deportivo;Medio;0;1;5mas;No;2022;20.81332765
288;Ene;Honda;Urbana;Hombre;Soltero;0;Deportivo;Alto;0;4;0y;No;2022;106.7161293
289;Ene;Pontiac;Urbana;Hombre;Casado;31;Sedan;Medio;0;4;5mas;No;2022;162.6750447
290;Ene;Chevrolet;Urbana;Hombre;Casado;36;Deportivo;Medio;0;2;5mas;No;2022;141.0047232
291;Ene;Pontiac;Urbana;Hombre;Casado;27;Deportivo;Medio;0;4;5mas;No;2022;410.8616887
292;Ene;Toyota;Urbana;Mujer;Casado;60;Sedan;Bajo;0;1;5mas;No;2022;259.8226505
293;Ene;Honda;Rural;Hombre;Casado;72;Sedan;Bajo;0;2;5mas;No;2022;136.7189497
294;Ene;Ford;Urbana;Hombre;Casado;44;Deportivo;Alto;0;2;5mas;No;2022;71.05663162
295;Ene;Honda;Urbana;Hombre;Soltero;0;Deportivo;Alto;0;1;0y;No;2022;137.1700883
296;Ene;Pontiac;Urbana;Mujer;Soltero;77;Sedan;Bajo;0;1;5mas;No;2022;98.60985036
297;Ene;Honda;Urbana;Hombre;Soltero;40;Deportivo;Bajo;0;1;5mas;No;2022;47.77651552
298;Dic;Pontiac;Urbana;Hombre;Soltero;43;Sedan;Medio;1;4;5mas;No;2022;14.65863959
299;Ene;Honda;Urbana;Hombre;Casado;33;Sedan;Medio;0;4;5mas;No;2022;223.0160548
300;Ene;Chevrolet;Urbana;Hombre;Casado;36;Sedan;Bajo;0;3;5mas;No;2022;169.5093804
301;Dic;Pontiac;Urbana;Hombre;Soltero;21;Sedan;Bajo;0;3;3y;No;2022;117.4378637
302;Dic;Honda;Urbana;Mujer;Soltero;21;Sedan;Bajo;0;2;5mas;No;2022;47.04862089
303;Dic;Pontiac;Urbana;Hombre;Soltero;33;Sedan;Medio;0;1;5mas;No;2022;34.42801768
304;Feb;Pontiac;Urbana;Hombre;Casado;75;Sedan;Alto;0;2;5mas;No;2022;170.1358676
305;May;Toyota;Rural;Hombre;Soltero;34;Sedan;Bajo;0;1;5mas;No;2022;286.6200551
306;Abr;VW;Urbana;Hombre;Soltero;31;Sedan;Alto;0;2;5mas;No;2022;101.0910895
307;Abr;Honda;Urbana;Hombre;Casado;31;Deportivo;Bajo;0;4;5mas;No;2022;107.5703519
308;Abr;Pontiac;Rural;Hombre;Casado;47;Deportivo;Bajo;0;4;5mas;No;2022;89.72583867
309;Dic;Pontiac;Rural;Hombre;Casado;46;Sedan;Bajo;1;1;5mas;No;2022;186.6881943
310;Dic;Honda;Urbana;Hombre;Soltero;0;Sedan;Alto;1;3;0y;No;2022;79.33714934
311;Oct;Honda;Urbana;Hombre;Casado;35;Deportivo;Bajo;0;1;5mas;No;2022;94.79934999
312;Oct;Pontiac;Urbana;Hombre;Casado;31;Sedan;Bajo;0;4;5mas;No;2022;78.32073587
313;Mar;Mercury;Urbana;Mujer;Soltero;33;Deportivo;Bajo;0;2;5mas;No;2022;52.00607861
314;Abr;Honda;Urbana;Hombre;Soltero;35;Sedan;Medio;0;3;5mas;No;2022;239.8732481
315;Mar;Pontiac;Rural;Mujer;Casado;45;Deportivo;Bajo;0;2;5mas;No;2022;60.18403081
316;Dic;Honda;Urbana;Hombre;Soltero;0;Carga;Alto;1;1;0y;No;2022;121.9811631
317;May;Accura;Urbana;Hombre;Soltero;50;Carga;Alto;0;3;5mas;No;2022;78.42821879
318;Ene;Honda;Urbana;Hombre;Soltero;0;Sedan;Alto;1;4;0y;No;2022;107.0999308
319;May;Pontiac;Urbana;Hombre;Casado;42;Sedan;Bajo;0;1;5mas;No;2022;309.0650372
320;Abr;Mazda;Urbana;Mujer;Soltero;32;Deportivo;Bajo;0;1;5mas;No;2022;159.6041064
321;Mar;Ford;Urbana;Hombre;Casado;49;Sedan;Alto;0;4;5mas;No;2022;105.9121081
322;Mar;Saturn;Urbana;Hombre;Casado;53;Sedan;Bajo;0;1;5mas;No;2022;57.31546209
323;Abr;Chevrolet;Urbana;Hombre;Casado;32;Sedan;Bajo;0;3;5mas;No;2022;90.18125299
324;Abr;Honda;Urbana;Hombre;Casado;52;Sedan;Bajo;0;2;5mas;No;2022;266.7367269
325;Jun;Honda;Urbana;Hombre;Casado;41;Sedan;Bajo;0;2;5mas;No;2022;259.9862245
326;Jun;Mazda;Urbana;Mujer;Soltero;36;Deportivo;Medio;0;2;5mas;No;2022;182.487607
327;Nov;Honda;Rural;Mujer;Casado;46;Sedan;Medio;0;2;5mas;No;2022;210.636949
328;Jul;Honda;Urbana;Hombre;Casado;32;Sedan;Medio;0;3;5mas;No;2022;282.4651034
329;Jun;Toyota;Urbana;Hombre;Casado;32;Sedan;Medio;0;1;5mas;No;2022;81.00627194
330;Mar;Chevrolet;Urbana;Hombre;Casado;31;Sedan;Bajo;0;3;5mas;No;2022;55.379835
331;Nov;Toyota;Urbana;Hombre;Casado;43;Deportivo;Medio;0;2;5mas;No;2022;152.5315877
332;Nov;Pontiac;Urbana;Mujer;Casado;30;Sedan;Bajo;0;1;5mas;No;2022;430.5055949
333;Jun;Toyota;Urbana;Hombre;Casado;60;Sedan;Bajo;0;4;5mas;No;2022;203.3105535
334;Jun;VW;Urbana;Hombre;Soltero;55;Sedan;Alto;0;3;5mas;No;2022;77.98414286
335;Mar;Honda;Urbana;Hombre;Casado;27;Sedan;Medio;0;4;5mas;No;2022;120.7813477
336;Ago;Toyota;Urbana;Mujer;Casado;29;Sedan;Bajo;0;2;5mas;No;2022;218.2954763
337;Ago;Honda;Urbana;Hombre;Soltero;25;Deportivo;Alto;0;1;5mas;No;2022;45.29565192
338;Abr;Toyota;Urbana;Hombre;Casado;38;Deportivo;Alto;0;2;5mas;No;2022;259.5663649
339;Abr;Toyota;Urbana;Hombre;Casado;26;Sedan;Medio;0;4;5mas;No;2022;65.34032594
340;Feb;Pontiac;Urbana;Hombre;Casado;56;Sedan;Bajo;0;4;5mas;No;2022;122.2168069
341;Feb;Pontiac;Urbana;Hombre;Casado;47;Sedan;Alto;0;2;5mas;No;2022;116.0550619
342;Sep;Toyota;Urbana;Hombre;Casado;29;Sedan;Medio;0;3;5mas;No;2022;36.49520475
343;Jul;Honda;Urbana;Hombre;Soltero;31;Deportivo;Bajo;0;1;5mas;No;2022;285.1720472
344;Ene;Honda;Urbana;Hombre;Casado;46;Deportivo;Bajo;0;1;5mas;No;2022;119.4111652
345;Sep;Chevrolet;Urbana;Hombre;Casado;60;Sedan;Bajo;0;2;5mas;No;2022;70.35345826
346;Sep;Pontiac;Urbana;Hombre;Soltero;30;Sedan;Bajo;0;3;5mas;No;2022;78.11270698
347;Ago;Ford;Rural;Hombre;Casado;51;Sedan;Medio;0;2;5mas;No;2022;312.6765859
348;Mar;Chevrolet;Rural;Hombre;Casado;80;Sedan;Medio;0;3;5mas;No;2022;34.33435702
349;Mar;Honda;Urbana;Hombre;Soltero;0;Sedan;Alto;0;2;0y;No;2022;146.2839876
350;Nov;VW;Urbana;Hombre;Casado;52;Sedan;Alto;0;1;5mas;No;2022;111.016496
351;Nov;Toyota;Urbana;Hombre;Casado;36;Deportivo;Bajo;0;1;5mas;No;2022;113.0920193
352;Sep;Honda;Urbana;Hombre;Casado;67;Sedan;Bajo;0;2;5mas;No;2022;337.6076642
353;Sep;Pontiac;Urbana;Mujer;Soltero;58;Deportivo;Bajo;0;2;5mas;No;2022;217.2258798
354;Mar;Toyota;Urbana;Mujer;Soltero;31;Sedan;Bajo;0;4;5mas;No;2022;330.5697432
355;Mar;Chevrolet;Urbana;Hombre;Casado;50;Sedan;Bajo;0;2;5mas;No;2022;424.4356131
356;Mar;Pontiac;Urbana;Hombre;Casado;50;Sedan;Medio;0;4;5mas;No;2022;97.65915162
357;Mar;Chevrolet;Urbana;Mujer;Casado;55;Deportivo;Bajo;0;3;5mas;No;2022;62.24811578
358;Mar;Toyota;Rural;Hombre;Casado;36;Sedan;Bajo;0;4;5mas;No;2022;152.1094082
359;Ago;VW;Urbana;Hombre;Soltero;31;Sedan;Alto;0;4;5mas;No;2022;76.10520863
360;Sep;Honda;Urbana;Hombre;Soltero;23;Sedan;Bajo;0;3;5mas;No;2022;99.63863588
361;Ene;Mazda;Urbana;Hombre;Casado;34;Sedan;Bajo;0;3;5mas;No;2022;5.456199244
362;May;Pontiac;Urbana;Hombre;Casado;30;Sedan;Medio;0;4;5mas;No;2022;225.6487985
363;Feb;Toyota;Rural;Mujer;Casado;45;Sedan;Bajo;0;3;5mas;No;2022;77.51597774
364;Jun;Pontiac;Urbana;Hombre;Casado;37;Carga;Alto;0;3;5mas;No;2022;240.3526314
365;Jun;Toyota;Urbana;Mujer;Casado;35;Deportivo;Alto;0;3;5mas;No;2022;72.18428452
366;Abr;Chevrolet;Urbana;Hombre;Casado;30;Carga;Alto;0;1;5mas;No;2022;25.26163849
367;Ene;Pontiac;Urbana;Hombre;Casado;50;Sedan;Bajo;1;2;5mas;No;2022;268.1907565
368;May;Honda;Urbana;Hombre;Casado;47;Sedan;Bajo;0;1;5mas;No;2022;101.6700106
369;Jun;Honda;Urbana;Mujer;Soltero;26;Sedan;Bajo;0;3;5mas;No;2022;157.6854675
370;Jun;Honda;Urbana;Hombre;Casado;59;Sedan;Bajo;0;1;5mas;No;2022;48.58139729
371;Ene;Mazda;Urbana;Hombre;Casado;26;Deportivo;Medio;0;2;5mas;No;2022;235.4531995
372;Mar;Toyota;Urbana;Hombre;Casado;51;Sedan;Bajo;0;2;5mas;No;2022;264.5300636
373;Sep;Chevrolet;Rural;Hombre;Casado;42;Sedan;Medio;0;2;5mas;No;2022;99.82394888
374;May;Mazda;Urbana;Hombre;Casado;37;Deportivo;Bajo;0;4;5mas;No;2022;40.34371571
375;Mar;Honda;Urbana;Hombre;Soltero;31;Sedan;Alto;0;4;5mas;No;2022;123.6319961
376;Mar;Honda;Urbana;Mujer;Soltero;31;Sedan;Bajo;0;3;4y;No;2022;69.12149986
377;Jul;Mazda;Urbana;Hombre;Soltero;35;Sedan;Bajo;0;4;5mas;No;2022;31.72649823
378;Jul;Toyota;Urbana;Mujer;Soltero;28;Deportivo;Bajo;0;4;5mas;No;2022;109.1709194
379;Jul;Chevrolet;Urbana;Hombre;Casado;26;Deportivo;Medio;0;3;5mas;No;2022;30.80266445
380;Ago;Honda;Urbana;Hombre;Casado;31;Deportivo;Medio;0;3;5mas;No;2022;263.6158804
381;Ene;Ford;Urbana;Hombre;Casado;61;Sedan;Medio;1;2;5mas;No;2022;172.6508131
382;Feb;Honda;Urbana;Mujer;Soltero;35;Deportivo;Bajo;0;4;5mas;No;2022;20.91495053
383;Nov;Chevrolet;Urbana;Mujer;Soltero;31;Sedan;Bajo;0;1;4y;No;2022;304.8184503
384;Oct;VW;Urbana;Hombre;Casado;69;Sedan;Alto;0;1;5mas;No;2022;21.07022964
385;Oct;Honda;Urbana;Hombre;Casado;40;Sedan;Bajo;0;4;5mas;No;2022;73.79582935
386;Ene;Honda;Urbana;Hombre;Soltero;28;Sedan;Alto;1;3;0y;No;2022;114.5281812
387;Ene;VW;Urbana;Hombre;Casado;44;Sedan;Alto;0;2;5mas;No;2022;148.7712758
388;Feb;Toyota;Urbana;Hombre;Casado;77;Sedan;Alto;0;3;5mas;No;2022;155.4484596
389;Ene;Honda;Urbana;Hombre;Soltero;0;Deportivo;Alto;0;3;0y;No;2022;64.11505426
390;Feb;Pontiac;Urbana;Hombre;Soltero;29;Deportivo;Medio;0;2;5mas;No;2022;71.94062213
391;Jun;Chevrolet;Urbana;Hombre;Casado;53;Deportivo;Alto;0;2;5mas;No;2022;207.1790087
392;May;Ford;Rural;Hombre;Soltero;29;Deportivo;Bajo;0;3;5mas;No;2022;25.9274285
393;Oct;Chevrolet;Urbana;Hombre;Soltero;25;Sedan;Bajo;0;4;4y;No;2022;208.9938634
394;Jul;Chevrolet;Urbana;Hombre;Soltero;22;Sedan;Bajo;0;2;4y;No;2022;67.09873306
395;Abr;Mazda;Urbana;Hombre;Soltero;28;Sedan;Bajo;0;3;5mas;No;2022;176.3365645
396;Nov;Honda;Urbana;Hombre;Soltero;22;Sedan;Bajo;0;1;5mas;No;2022;156.2412076
397;Ago;Pontiac;Urbana;Hombre;Casado;34;Deportivo;Bajo;0;4;5mas;No;2022;117.0718121
398;Ago;Toyota;Urbana;Hombre;Casado;30;Deportivo;Bajo;0;1;5mas;No;2022;18.84053509
399;Mar;Honda;Urbana;Hombre;Casado;59;Sedan;Bajo;0;3;5mas;No;2022;230.0630483
400;Mar;Mazda;Urbana;Hombre;Casado;46;Deportivo;Bajo;0;4;5mas;No;2022;50.75164649
401;Mar;Honda;Urbana;Mujer;Casado;39;Sedan;Medio;0;4;5mas;No;2022;44.21122935
402;Jun;Pontiac;Urbana;Hombre;Soltero;34;Deportivo;Medio;0;2;5mas;No;2022;67.95383222
403;Ene;VW;Urbana;Hombre;Casado;52;Sedan;Alto;0;4;5mas;No;2022;78.47994843
404;Dic;Honda;Rural;Hombre;Casado;47;Sedan;Bajo;0;3;5mas;No;2022;66.57630894
405;Jul;Mazda;Urbana;Mujer;Soltero;26;Sedan;Medio;0;2;5mas;No;2022;148.2386209
406;Ene;Accura;Urbana;Hombre;Casado;54;Sedan;Alto;1;4;5mas;No;2022;82.04266496
407;Jul;Chevrolet;Urbana;Hombre;Casado;32;Deportivo;Alto;0;3;5mas;No;2022;268.98597
408;Nov;Pontiac;Urbana;Hombre;Casado;28;Sedan;Bajo;0;2;5mas;No;2022;181.9363194
409;Nov;Pontiac;Urbana;Mujer;Casado;29;Sedan;Medio;1;2;5mas;No;2022;321.958715
410;May;Pontiac;Urbana;Hombre;Casado;27;Deportivo;Bajo;0;1;5mas;No;2022;177.528107
411;May;Pontiac;Urbana;Hombre;Soltero;36;Deportivo;Bajo;0;1;5mas;No;2022;279.7888325
412;Oct;Mazda;Rural;Hombre;Casado;49;Carga;Alto;0;2;5mas;No;2022;115.8827127
413;May;Pontiac;Urbana;Mujer;Casado;33;Sedan;Bajo;0;4;5mas;No;2022;144.4813096
414;Sep;Toyota;Urbana;Hombre;Casado;60;Sedan;Bajo;0;1;5mas;No;2022;258.5449539
415;Sep;Mazda;Urbana;Hombre;Casado;34;Sedan;Bajo;0;2;5mas;No;2022;121.3794466
416;Oct;Pontiac;Urbana;Hombre;Casado;32;Sedan;Bajo;0;1;5mas;No;2022;73.17562975
417;Oct;Honda;Urbana;Hombre;Soltero;45;Deportivo;Alto;0;3;5mas;No;2022;251.6534172
418;May;Ford;Urbana;Hombre;Casado;46;Sedan;Medio;0;4;5mas;No;2022;48.96118336
419;Nov;Toyota;Urbana;Hombre;Soltero;38;Sedan;Bajo;0;4;5mas;No;2022;221.6396012
420;Oct;Pontiac;Urbana;Mujer;Soltero;33;Deportivo;Bajo;0;4;5mas;No;2022;162.0685409
421;Feb;Chevrolet;Urbana;Mujer;Casado;44;Sedan;Bajo;0;3;5mas;No;2022;38.53497046
422;Dic;Chevrolet;Urbana;Hombre;Casado;80;Carga;Alto;0;4;5mas;No;2022;228.2107115
423;Oct;Pontiac;Urbana;Hombre;Casado;44;Sedan;Bajo;0;2;5mas;No;2022;194.7447546
424;Ene;Toyota;Urbana;Hombre;Casado;33;Sedan;Bajo;0;2;5mas;No;2022;126.2144702
425;Ene;Honda;Urbana;Hombre;Soltero;29;Sedan;Medio;0;3;5mas;No;2022;99.97828975
426;Oct;Ford;Urbana;Hombre;Casado;47;Sedan;Medio;0;2;5mas;No;2022;138.6106211
427;Dic;Toyota;Urbana;Hombre;Casado;51;Sedan;Bajo;0;3;5mas;No;2022;191.3654241
428;Sep;Honda;Urbana;Hombre;Casado;43;Deportivo;Bajo;0;2;5mas;No;2022;145.6679332
429;Mar;Toyota;Urbana;Mujer;Soltero;29;Sedan;Bajo;0;1;5mas;No;2022;216.2247589
430;Dic;Pontiac;Urbana;Hombre;Soltero;28;Deportivo;Bajo;0;4;5mas;No;2022;127.0816973
431;Feb;Chevrolet;Urbana;Hombre;Casado;48;Sedan;Bajo;0;1;5mas;No;2022;217.8096953
432;Jul;Mercury;Rural;Hombre;Casado;41;Sedan;Alto;0;3;3y;No;2022;281.5763174
433;Jun;Toyota;Rural;Hombre;Casado;28;Deportivo;Medio;0;2;5mas;No;2022;91.38595811
434;Jun;Toyota;Rural;Hombre;Casado;50;Sedan;Bajo;0;2;5mas;No;2022;35.75064979
435;Abr;Honda;Urbana;Hombre;Soltero;0;Deportivo;Alto;0;2;0y;No;2022;442.8460044
436;Abr;Pontiac;Rural;Hombre;Casado;46;Sedan;Medio;0;2;5mas;No;2022;24.68963145
437;Abr;Pontiac;Urbana;Hombre;Casado;45;Sedan;Medio;0;4;5mas;No;2022;26.15719711
438;Abr;Chevrolet;Urbana;Hombre;Casado;65;Sedan;Medio;0;3;5mas;No;2022;227.6377278
439;Abr;Honda;Urbana;Hombre;Casado;28;Deportivo;Bajo;0;1;5mas;No;2022;105.1886595
440;Feb;Honda;Urbana;Hombre;Casado;67;Sedan;Bajo;0;4;5mas;No;2022;101.4536135
441;Ago;Pontiac;Urbana;Hombre;Soltero;30;Sedan;Bajo;0;1;5mas;No;2022;27.88204557
442;Ene;Honda;Urbana;Hombre;Soltero;0;Sedan;Alto;0;4;0y;No;2022;213.0992953
443;Nov;Chevrolet;Urbana;Mujer;Soltero;50;Sedan;Bajo;0;2;5mas;No;2022;74.73795963
444;Jul;Mazda;Urbana;Hombre;Soltero;29;Sedan;Bajo;0;1;5mas;No;2022;113.2187369
445;May;Toyota;Urbana;Hombre;Soltero;39;Deportivo;Bajo;0;3;5mas;No;2022;299.2821493
446;Feb;Pontiac;Urbana;Mujer;Casado;47;Sedan;Medio;0;2;5mas;No;2022;122.6724279
447;Feb;Honda;Urbana;Hombre;Soltero;21;Deportivo;Bajo;0;4;5mas;No;2022;65.82319468
448;Feb;Toyota;Urbana;Mujer;Soltero;34;Deportivo;Bajo;0;1;5mas;No;2022;40.12258237
449;Nov;Toyota;Urbana;Hombre;Casado;32;Sedan;Bajo;0;2;5mas;No;2022;309.1742622
450;Ene;Honda;Rural;Mujer;Soltero;31;Sedan;Bajo;1;1;5mas;No;2022;80.69555812
451;Nov;Pontiac;Urbana;Hombre;Casado;29;Deportivo;Bajo;0;1;5mas;No;2022;144.693831
452;Jun;Mazda;Urbana;Mujer;Soltero;32;Sedan;Bajo;0;3;5mas;No;2022;124.9512619
453;May;Mazda;Urbana;Hombre;Casado;43;Deportivo;Medio;0;2;5mas;No;2022;348.6173306
454;Mar;Chevrolet;Urbana;Hombre;Soltero;60;Deportivo;Medio;0;4;5mas;No;2022;90.81724455
455;Sep;Pontiac;Urbana;Hombre;Casado;35;Sedan;Medio;0;1;5mas;No;2022;236.709729
456;Sep;Honda;Urbana;Hombre;Casado;30;Sedan;Bajo;0;1;5mas;No;2022;187.1357846
457;Ene;Pontiac;Urbana;Hombre;Casado;42;Sedan;Bajo;0;4;5mas;No;2022;39.00593302
458;Ene;Toyota;Urbana;Hombre;Casado;38;Sedan;Bajo;0;1;5mas;No;2022;329.1258793
459;Oct;Toyota;Urbana;Hombre;Casado;46;Sedan;Bajo;0;2;5mas;No;2022;118.0227436
460;Mar;Mazda;Urbana;Hombre;Casado;28;Sedan;Bajo;0;4;5mas;No;2022;98.206912
461;Mar;Honda;Urbana;Mujer;Casado;73;Sedan;Bajo;0;2;5mas;No;2022;50.28327133
462;Mar;Toyota;Urbana;Mujer;Casado;25;Sedan;Bajo;0;4;2y;No;2022;160.8186823
463;Sep;Accura;Urbana;Hombre;Casado;39;Deportivo;Medio;0;1;5mas;No;2022;78.83402679
464;Jun;VW;Urbana;Hombre;Soltero;47;Deportivo;Medio;0;3;5mas;No;2022;135.6566212
465;May;Toyota;Rural;Hombre;Soltero;25;Sedan;Bajo;0;1;5mas;No;2022;144.3882526
466;May;Honda;Urbana;Mujer;Soltero;29;Sedan;Bajo;0;4;5mas;No;2022;98.55969129
467;Ene;Mazda;Urbana;Hombre;Soltero;37;Deportivo;Bajo;0;2;5mas;No;2022;8.495930034
468;Abr;Honda;Urbana;Hombre;Casado;52;Sedan;Bajo;0;3;5mas;No;2022;77.00481582
469;Feb;Accura;Urbana;Hombre;Casado;26;Sedan;Alto;0;2;5mas;No;2022;130.5122966
470;Mar;Ford;Urbana;Hombre;Casado;64;Sedan;Bajo;0;4;5mas;No;2022;162.8024273
471;Mar;Mazda;Urbana;Hombre;Soltero;28;Deportivo;Bajo;0;3;5mas;No;2022;47.96264374
472;Mar;Pontiac;Urbana;Hombre;Casado;50;Deportivo;Bajo;0;4;5mas;No;2022;53.72201289
473;Feb;Chevrolet;Urbana;Hombre;Casado;52;Carga;Alto;0;1;5mas;No;2022;122.6250842
474;Feb;Toyota;Urbana;Hombre;Soltero;30;Sedan;Bajo;0;3;5mas;No;2022;64.57441565
475;Feb;Mazda;Urbana;Hombre;Casado;41;Deportivo;Medio;0;3;5mas;No;2022;230.5931953
476;Sep;Ford;Urbana;Hombre;Casado;51;Sedan;Medio;0;4;5mas;No;2022;68.57528507
477;May;Pontiac;Urbana;Hombre;Soltero;22;Sedan;Bajo;0;3;5mas;No;2022;188.9560185
478;Abr;Ford;Urbana;Hombre;Casado;37;Sedan;Medio;0;3;5mas;No;2022;163.3191612
479;Abr;Mazda;Urbana;Hombre;Casado;57;Deportivo;Medio;0;3;5mas;No;2022;24.27926069
480;Ago;Pontiac;Urbana;Hombre;Casado;33;Sedan;Medio;0;3;5mas;No;2022;106.0848195
481;Oct;Pontiac;Rural;Hombre;Casado;55;Sedan;Medio;0;1;5mas;No;2022;35.9280739
482;Oct;VW;Urbana;Mujer;Casado;51;Sedan;Medio;0;1;5mas;No;2022;151.0228871
483;Ene;Pontiac;Urbana;Hombre;Casado;27;Sedan;Medio;0;1;5mas;No;2022;37.3774944
484;Feb;Chevrolet;Urbana;Hombre;Soltero;27;Deportivo;Medio;0;3;5mas;No;2022;143.2298969
485;Jul;Pontiac;Urbana;Hombre;Casado;30;Sedan;Bajo;0;1;5mas;No;2022;197.9088492
486;Jun;Chevrolet;Rural;Hombre;Casado;37;Sedan;Medio;0;4;5mas;No;2022;124.0841066
487;Jun;Pontiac;Urbana;Hombre;Casado;53;Sedan;Bajo;0;3;5mas;No;2022;167.6677661
488;Jun;Toyota;Rural;Hombre;Soltero;23;Sedan;Medio;0;2;5mas;No;2022;173.6495017
489;Ene;Honda;Urbana;Hombre;Soltero;0;Sedan;Alto;0;4;0y;No;2022;52.33936157
490;Oct;Accura;Urbana;Hombre;Casado;45;Sedan;Bajo;0;4;5mas;No;2022;313.9220571
491;Jun;Honda;Urbana;Hombre;Soltero;24;Sedan;Bajo;0;4;4y;No;2022;127.0518553
492;Jun;Mazda;Urbana;Hombre;Soltero;28;Sedan;Bajo;0;3;5mas;No;2022;136.0486207
493;May;Toyota;Urbana;Hombre;Casado;55;Sedan;Bajo;0;2;5mas;No;2022;68.48215627
494;Mar;Honda;Urbana;Hombre;Soltero;0;Sedan;Alto;0;4;0y;No;2022;29.97839899
495;Oct;Honda;Urbana;Hombre;Casado;32;Deportivo;Bajo;0;4;5mas;No;2022;112.1818138
496;Jun;Honda;Urbana;Hombre;Soltero;21;Sedan;Bajo;0;3;5mas;No;2022;310.1430401
